Frequency (Hz)	Level (dB)
18879.235840	-110.165344
18884.619141	-106.794235
18890.002441	-113.146690
18895.385742	-108.984840
18900.769043	-109.878571
18906.152344	-107.604576
18911.535645	-109.852997
18916.918945	-119.203415
18922.302246	-114.362381
18927.685547	-107.863937
18933.068848	-109.179863
18938.452148	-108.657234
18943.835449	-105.600929
18949.218750	-104.770439
18954.602051	-103.309563
18959.985352	-104.488083
18965.368652	-105.545265
18970.751953	-112.514900
18976.135254	-107.567932
18981.518555	-108.456955
18986.901855	-112.170616
18992.285156	-112.768272
18997.668457	-113.025826
19003.051758	-119.477570
19008.435059	-113.295502
19013.818359	-110.389709
19019.201660	-115.729774
19024.584961	-125.748451
19029.968262	-116.320541
19035.351562	-106.028473
19040.734863	-86.075768
19046.118164	-75.317657
19051.501465	-77.310989
19056.884766	-95.390442
19062.268066	-109.234070
19067.651367	-109.753891
19073.034668	-107.141815
19078.417969	-102.231483
19083.801270	-106.191254
19089.184570	-111.508583
19094.567871	-107.884956
19099.951172	-108.579979
19105.334473	-109.906342
19110.717773	-108.851959
19116.101074	-107.970222
19121.484375	-111.429474
19126.867676	-116.188423
19132.250977	-109.848862
19137.634277	-108.772720
19143.017578	-107.846672
19148.400879	-108.248787
19153.784180	-107.716164
19159.167480	-103.525505
19164.550781	-101.891335
19169.934082	-107.399887
19175.317383	-105.280457
19180.700684	-105.867004
19186.083984	-108.798256
19191.467285	-111.861511
19196.850586	-111.345337
19202.233887	-104.037476
19207.617188	-108.493141
19213.000488	-113.378235
19218.383789	-109.406830
19223.767090	-110.325462
19229.150391	-123.350182
19234.533691	-106.822670
19239.916992	-104.813774
19245.300293	-92.063324
19250.683594	-70.367294
19256.066895	-66.996147
19261.450195	-75.943626
19266.833496	-99.245567
19272.216797	-109.061935
19277.600098	-113.452751
19282.983398	-112.033485
19288.366699	-111.323341
19293.750000	-108.232559
19299.133301	-106.735802
19304.516602	-109.449066
19309.899902	-105.655052
19315.283203	-111.359016
19320.666504	-110.970634
19326.049805	-115.517342
19331.433105	-113.064331
19336.816406	-109.717873
19342.199707	-120.871819
19347.583008	-118.402657
19352.966309	-114.561493
19358.349609	-110.102325
19363.732910	-111.483620
19369.116211	-111.823219
19374.499512	-116.985268
19379.882812	-113.055260
19385.266113	-110.430191
19390.649414	-110.747414
19396.032715	-110.199654
19401.416016	-107.177177
19406.799316	-111.499184
19412.182617	-110.438126
19417.565918	-110.814445
19422.949219	-117.774628
19428.332520	-108.654526
19433.715820	-104.956505
19439.099121	-103.954956
19444.482422	-110.239464
19449.865723	-104.607361
19455.249023	-102.720772
19460.632324	-89.382179
19466.015625	-90.755882
19471.398926	-102.706665
19476.782227	-107.225586
19482.165527	-111.279114
19487.548828	-115.683029
19492.932129	-110.082321
19498.315430	-120.863693
19503.698730	-108.504227
19509.082031	-107.580681
19514.465332	-115.621765
19519.848633	-109.335838
19525.231934	-108.296959
19530.615234	-120.788025
19535.998535	-108.159882
19541.381836	-115.369972
19546.765137	-105.585060
19552.148438	-105.051140
19557.531738	-107.295403
19562.915039	-113.158646
19568.298340	-110.694710
19573.681641	-109.174980
19579.064941	-109.022186
19584.448242	-118.018066
19589.831543	-113.988159
19595.214844	-113.742752
19600.598145	-112.232513
19605.981445	-117.061722
19611.364746	-107.697128
19616.748047	-112.749931
19622.131348	-117.441864
19627.514648	-107.397850
19632.897949	-104.834167
19638.281250	-111.220154
19643.664551	-115.795921
19649.047852	-106.510704
19654.431152	-115.176399
19659.814453	-100.785065
19665.197754	-81.740166
19670.581055	-79.327385
19675.964355	-90.664604
19681.347656	-101.714058
19686.730957	-120.407379
19692.114258	-112.080429
19697.497559	-108.355354
19702.880859	-109.326859
19708.264160	-110.495056
19713.647461	-115.924408
19719.030762	-110.741684
19724.414062	-106.347649
19729.797363	-104.657280
19735.180664	-111.494530
19740.563965	-119.517975
19745.947266	-107.696922
19751.330566	-114.565262
19756.713867	-109.345062
19762.097168	-114.550461
19767.480469	-121.330475
19772.863770	-114.777611
19778.247070	-115.886078
19783.630371	-110.188980
19789.013672	-106.194359
19794.396973	-117.561897
19799.780273	-109.453346
19805.163574	-106.972984
19810.546875	-107.229332
19815.930176	-110.601181
19821.313477	-112.222771
19826.696777	-123.726234
19832.080078	-119.371033
19837.463379	-113.550888
19842.846680	-116.110504
19848.229980	-111.473412
19853.613281	-106.812675
19858.996582	-104.229301
19864.379883	-125.131256
19869.763184	-86.363876
19875.146484	-77.825539
19880.529785	-81.711418
19885.913086	-108.810791
19891.296387	-103.101219
19896.679688	-111.071930
19902.062988	-117.443344
19907.446289	-111.242828
19912.829590	-127.373154
19918.212891	-104.195412
19923.596191	-108.027893
19928.979492	-122.063316
19934.362793	-127.056534
19939.746094	-117.101311
19945.129395	-111.614670
19950.512695	-118.972809
19955.895996	-119.185120
19961.279297	-111.496681
19966.662598	-106.753136
19972.045898	-105.250435
19977.429199	-109.215233
19982.812500	-109.283760
19988.195801	-106.599876
19993.579102	-118.232742
19998.962402	-107.654228
20004.345703	-110.283386
20009.729004	-108.896408
20015.112305	-109.503937
20020.495605	-116.506386
20025.878906	-103.707947
20031.262207	-106.016510
20036.645508	-114.800255
20042.028809	-110.689201
20047.412109	-125.305252
20052.795410	-108.997269
20058.178711	-111.405518
20063.562012	-115.910133
20068.945312	-116.426483
20074.328613	-101.416290
20079.711914	-87.611359
20085.095215	-86.495239
20090.478516	-98.500702
20095.861816	-112.626907
20101.245117	-107.955658
20106.628418	-106.514275
20112.011719	-107.201813
20117.395020	-115.320091
20122.778320	-107.631210
20128.161621	-106.343048
20133.544922	-120.153854
20138.928223	-111.493172
20144.311523	-109.007294
20149.694824	-115.236885
20155.078125	-108.372917
20160.461426	-108.557556
20165.844727	-118.572365
20171.228027	-108.655487
20176.611328	-106.203484
20181.994629	-106.028641
20187.377930	-109.887848
20192.761230	-114.690102
20198.144531	-107.162415
20203.527832	-110.871239
20208.911133	-108.661011
20214.294434	-105.989372
20219.677734	-107.261871
20225.061035	-109.896973
20230.444336	-117.762321
20235.827637	-107.460503
20241.210938	-102.443161
20246.594238	-101.393204
20251.977539	-105.792770
20257.360840	-109.459557
20262.744141	-106.774948
20268.127441	-108.966347
20273.510742	-119.707481
20278.894043	-116.228905
20284.277344	-92.655205
20289.660645	-85.104469
20295.043945	-89.420708
20300.427246	-105.594254
20305.810547	-113.413788
20311.193848	-119.878944
20316.577148	-113.155724
20321.960449	-112.382393
20327.343750	-111.204147
20332.727051	-108.234726
20338.110352	-110.043449
20343.493652	-110.817528
20348.876953	-108.633392
20354.260254	-112.290588
20359.643555	-113.975891
20365.026855	-107.905441
20370.410156	-112.186623
20375.793457	-114.965004
20381.176758	-113.340317
20386.560059	-109.181435
20391.943359	-111.126122
20397.326660	-113.875473
20402.709961	-110.415474
20408.093262	-105.061432
20413.476562	-101.978500
20418.859863	-108.882706
20424.243164	-122.569496
20429.626465	-115.824402
20435.009766	-105.034225
20440.393066	-104.356613
20445.776367	-115.665550
20451.159668	-104.568916
20456.542969	-101.903572
20461.926270	-110.110344
20467.309570	-111.801865
20472.692871	-112.432487
20478.076172	-104.172401
20483.459473	-103.040359
20488.842773	-118.635704
20494.226074	-89.152878
20499.609375	-87.401138
20504.992676	-98.563591
20510.375977	-109.886322
20515.759277	-106.818008
20521.142578	-110.438583
20526.525879	-108.920540
20531.909180	-111.373970
20537.292480	-112.097939
20542.675781	-111.526955
20548.059082	-107.805077
20553.442383	-102.931313
20558.825684	-101.612656
20564.208984	-102.723953
20569.592285	-106.566544
20574.975586	-116.036018
20580.358887	-107.770790
20585.742188	-107.492355
20591.125488	-113.888054
20596.508789	-118.532310
20601.892090	-115.084557
20607.275391	-110.546066
20612.658691	-108.484932
20618.041992	-109.475494
20623.425293	-115.214531
20628.808594	-109.828514
20634.191895	-113.670219
20639.575195	-113.398773
20644.958496	-110.455238
20650.341797	-108.667091
20655.725098	-111.086494
20661.108398	-133.099533
20666.491699	-112.120140
20671.875000	-114.813591
20677.258301	-124.918221
20682.641602	-124.490005
20688.024902	-118.283531
20693.408203	-115.935150
20698.791504	-90.735252
20704.174805	-84.593117
20709.558105	-91.141724
20714.941406	-109.570412
20720.324707	-112.376045
20725.708008	-125.245750
20731.091309	-117.298164
20736.474609	-117.565720
20741.857910	-111.147568
20747.241211	-106.270416
20752.624512	-108.709320
20758.007812	-114.320976
20763.391113	-123.634628
20768.774414	-110.432152
20774.157715	-114.031738
20779.541016	-101.614525
20784.924316	-103.442390
20790.307617	-109.815361
20795.690918	-111.095436
20801.074219	-112.264565
20806.457520	-109.401955
20811.840820	-108.409897
20817.224121	-104.293571
20822.607422	-105.071144
20827.990723	-103.285683
20833.374023	-104.568085
20838.757324	-114.190681
20844.140625	-111.618210
20849.523926	-105.790405
20854.907227	-100.777374
20860.290527	-102.328156
20865.673828	-108.735970
20871.057129	-110.139809
20876.440430	-111.571617
20881.823730	-107.856934
20887.207031	-116.382767
20892.590332	-120.213493
20897.973633	-110.050774
20903.356934	-97.730751
20908.740234	-88.062424
20914.123535	-88.832306
20919.506836	-103.300934
20924.890137	-108.900635
20930.273438	-112.837715
20935.656738	-110.702705
20941.040039	-110.699211
20946.423340	-107.370369
20951.806641	-104.496140
20957.189941	-109.054657
20962.573242	-115.805687
20967.956543	-119.495003
20973.339844	-110.133781
20978.723145	-108.933708
20984.106445	-110.095680
20989.489746	-115.413788
20994.873047	-110.709297
21000.256348	-109.447212
21005.639648	-131.160645
21011.022949	-112.131897
21016.406250	-111.385277
21021.789551	-118.771095
21027.172852	-110.268341
21032.556152	-111.475410
21037.939453	-115.261215
21043.322754	-111.243790
21048.706055	-113.052254
21054.089355	-117.000381
21059.472656	-127.427078
21064.855957	-109.691406
21070.239258	-104.937042
21075.622559	-111.858765
21081.005859	-106.953079
21086.389160	-104.749176
21091.772461	-111.582825
21097.155762	-106.660553
21102.539062	-104.332428
21107.922363	-102.219315
21113.305664	-89.125099
21118.688965	-84.877625
21124.072266	-92.606575
21129.455566	-110.978844
21134.838867	-125.181511
21140.222168	-112.467949
21145.605469	-113.527092
21150.988770	-114.827774
21156.372070	-110.015015
21161.755371	-108.108528
21167.138672	-104.593727
21172.521973	-99.574203
21177.905273	-100.510696
21183.288574	-117.498314
21188.671875	-103.700745
21194.055176	-103.389809
21199.438477	-104.339645
21204.821777	-104.436081
21210.205078	-116.557465
21215.588379	-121.095314
21220.971680	-104.634270
21226.354980	-107.011612
21231.738281	-110.157410
21237.121582	-111.027458
21242.504883	-123.148483
21247.888184	-109.741867
21253.271484	-124.573097
21258.654785	-111.686333
21264.038086	-113.914085
21269.421387	-114.164345
21274.804688	-120.031990
21280.187988	-111.854355
21285.571289	-111.757713
21290.954590	-124.334740
21296.337891	-113.312439
21301.721191	-110.348442
21307.104492	-110.695259
21312.487793	-105.838211
21317.871094	-97.578941
21323.254395	-84.313248
21328.637695	-85.623955
21334.020996	-102.621246
21339.404297	-120.722496
21344.787598	-114.424469
21350.170898	-108.098351
21355.554199	-102.035378
21360.937500	-101.354050
21366.320801	-106.393959
21371.704102	-105.658295
21377.087402	-107.068932
21382.470703	-111.407249
21387.854004	-108.232948
21393.237305	-122.736252
21398.620605	-113.255020
21404.003906	-115.909302
21409.387207	-117.417511
21414.770508	-116.494064
21420.153809	-120.310989
21425.537109	-130.478409
21430.920410	-114.563248
21436.303711	-111.541733
21441.687012	-111.413338
21447.070312	-113.564804
21452.453613	-128.693314
21457.836914	-131.052200
21463.220215	-116.170052
21468.603516	-111.785614
21473.986816	-105.488914
21479.370117	-102.286339
21484.753418	-104.767548
21490.136719	-114.016403
21495.520020	-107.400314
21500.903320	-110.158142
21506.286621	-123.972107
21511.669922	-111.883644
21517.053223	-112.674232
21522.436523	-111.108253
21527.819824	-88.142731
21533.203125	-84.151016
21538.586426	-92.695160
21543.969727	-108.772995
21549.353027	-115.110275
21554.736328	-107.607506
21560.119629	-105.673241
21565.502930	-109.585327
21570.886230	-108.596748
21576.269531	-106.654457
21581.652832	-120.407387
21587.036133	-117.899246
21592.419434	-116.683365
21597.802734	-115.110840
21603.186035	-116.350784
21608.569336	-115.650597
21613.952637	-108.479660
21619.335938	-104.916245
21624.719238	-110.313927
21630.102539	-117.804924
21635.485840	-111.282730
21640.869141	-112.370338
21646.252441	-115.417435
21651.635742	-107.076057
21657.019043	-105.368752
21662.402344	-107.899986
21667.785645	-108.696472
21673.168945	-107.732841
21678.552246	-112.406731
21683.935547	-111.350891
21689.318848	-117.358139
21694.702148	-133.430481
21700.085449	-109.137756
21705.468750	-107.081352
21710.852051	-112.510185
21716.235352	-114.096642
21721.618652	-111.613472
21727.001953	-104.977234
21732.385254	-95.731354
21737.768555	-84.783218
21743.151855	-87.014999
21748.535156	-106.238464
21753.918457	-109.074463
21759.301758	-106.808960
21764.685059	-107.306206
21770.068359	-113.839172
21775.451660	-116.729668
21780.834961	-113.811134
21786.218262	-134.538788
21791.601562	-108.682800
21796.984863	-111.196053
21802.368164	-110.385277
21807.751465	-114.373711
21813.134766	-110.858437
21818.518066	-105.677780
21823.901367	-103.682915
21829.284668	-107.971680
21834.667969	-123.439194
21840.051270	-124.487236
21845.434570	-115.880493
21850.817871	-113.259727
21856.201172	-116.919563
21861.584473	-109.940407
21866.967773	-106.927834
21872.351074	-112.056686
21877.734375	-106.157227
21883.117676	-113.875565
21888.500977	-112.839279
21893.884277	-113.985527
21899.267578	-115.351578
21904.650879	-117.274811
21910.034180	-110.212227
21915.417480	-105.598969
21920.800781	-101.715721
21926.184082	-106.919090
21931.567383	-112.822258
21936.950684	-110.393890
21942.333984	-87.743462
21947.717285	-84.264580
21953.100586	-92.996407
21958.483887	-99.209335
21963.867188	-104.017754
21969.250488	-107.810219
21974.633789	-108.439705
21980.017090	-108.207787
21985.400391	-115.762344
21990.783691	-106.466003
21996.166992	-103.682312
22001.550293	-105.753807
22006.933594	-111.489410
22012.316895	-126.899063
22017.700195	-110.742126
22023.083496	-105.508110
22028.466797	-102.585541
22033.850098	-110.771774
22039.233398	-120.039024
22044.616699	-108.271378
